id,mbti,resource_title,url,media_type,language,issue_tags,trigger_keywords,recommendation_policy,source_file,source_paragraph_index,notes
ISTJ_e9d9e4b29a,ISTJ,شرح الطريقة العملية للسماح بالرحيل و سلم هاوكنز - السماح بالرحيل - الجزء الثاني - دوباميكافين,https://youtu.be/mXS2swVVRbU?si=8yhWS0cQ92jN7nFZ,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,272,
ISFJ_837523204e,ISFJ,شرح كتاب ربما ينبغي أن تكلم أحداً| كيف تفسر مشاكلك بشكل أفضل؟ | بوكافيين,https://youtu.be/8ZouP1OK53Y?si=WX2HZdX0Frb0N59m,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,283,
ISFJ_e2373b78b2,ISFJ,الحلقة 17 - الخوف والقلق - بصير - مصطفى حسني - EPS 17 - Baseer - Mustafa Hosny,https://youtu.be/OELDdInSgwg?si=3IjVfWXK28hIQT5m,video,ar,"['emotional_awareness', 'change_fear']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,284,
ISFJ_19582be60d,ISFJ,لو إنت مُنهك نفسيًا وعاطفيًا وجسديًا.. اسمع الكنز ده - مصطفى حسني,https://youtu.be/vJ8CtPg6s-I?si=BMz9iobac3EJePjA,video,ar,['emotional_awareness'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,285,
ISFJ_a8283da412,ISFJ,العلاقات في حياتنا .. متى نبدأها وكيف نحافظ عليها ؟ - م.طرفة المهيلب,https://youtu.be/XDYUFPe4PXw?si=StQAFZzCHsFHhTHb,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,286,
ISFJ_aaf21d4102,ISFJ,٦ شخصيات سامة (كيف نتعامل معها؟) | بودكاست الهنوف,https://youtu.be/GIFasEMWC8A?si=_86umMxyai7TfbUK,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,287,
ISFJ_3241d71ef5,ISFJ,ماهو التعلق وأسبابه وكيفية التخلص منه؟ | د.الهنوف الحقيل,https://youtu.be/9_HaE9ptJ5U?si=R5xjB4NE6gGs2pUx,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,288,
ISFJ_92576f41d6,ISFJ,إزاي أعرف إن العلاقة سامة أو مرهقة؟ - مصطفى حسني,https://youtu.be/niqkTP5nddg?si=lELgIvvk554D8bcr,video,ar,['self_sacrifice'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,289,
ISFJ_65010ae92a,ISFJ,دخلت علاقة حرام والألم مسيطر عليا.. أعمل إيه؟ - مصطفى حسني,https://youtu.be/3pDrvIOmmN4?si=UVt_HO0iO_RCLJ1G,video,ar,"['self_sacrifice', 'pain_escape_planning']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,290,
ISFJ_c8ce5e26db,ISFJ,https://youtu.be/eYV6gNgijno?si=HHIDVgbz5vOIfbXA,https://youtu.be/eYV6gNgijno?si=HHIDVgbz5vOIfbXA,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,291,
ISFJ_27f645b04a,ISFJ,شرح كتاب الدردشة العقلية | كيف تتحكم بصوتك الداخلي؟ | بوكافيين,https://youtu.be/20ShWgxH_0M?si=Methqr8onfokSlCQ,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,292,
ESTJ_b5abfa2e29,ESTJ,كيف أتقبل أفكار الاخرين؟ وافهم وجهات النظر | Life Skills,https://youtu.be/fZye-J38u0Y?si=9Z9a4lGMdc91fa0l,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,303,
ESTJ_b1958aa14b,ESTJ,أسئلة عن كيفية تقبل الناس - مصطفى حسني,https://youtu.be/Oy2ctGgbGWg?si=KOuObYhxpXKss15X,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,304,
ESTJ_5f3fdc90ca,ESTJ,البحث عن معنى في الحياة | دوباميكافين +,https://youtu.be/gnOuy2kandU?si=AGyp8C2Wxfs3Z_nO,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,305,
ESTJ_fd22b65d2d,ESTJ,https://youtube.com/shorts/zznjUNjo9JE?si=NjEyBulT4ebNSRLV,https://youtube.com/shorts/zznjUNjo9JE?si=NjEyBulT4ebNSRLV,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,306,
ESTJ_ae5bb1f4fc,ESTJ,عُمار الأرض - كيف تكتسب مهارة المرونة - مصطفى حسني,https://youtu.be/ygv5ZMD48aY?si=JfvVY-LSZQEkdWlx,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,307,
ESTJ_75f4f03957,ESTJ,شرح كتاب المرونة | كيف تتعامل مع ظروفك بشكل أفضل؟ | بوكافيين,https://youtu.be/XKW1F1uK72M?si=VVp8cb8r9_XG1wzD,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,308,
ESFJ_bc423b3d89,ESFJ,لو كلام الناس بيجرحك.. اسمع الدوا من كنوزالآية دي - مصطفى حسني,https://youtu.be/CbizhwSeaE4?si=q4L52RK2NyEN1wzm,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,319,
ESFJ_730d3d8e23,ESFJ,الدحيح - الرفض,https://youtu.be/12LBGRT2cho?si=wjaZ0tnAVv0a5N8m,video,ar,['social_anxiety_rejection'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,320,
ESFJ_b4535d9464,ESFJ,كيف تتخطى ألم الشعور بالرفض؟ - مصطفى حسني,https://youtu.be/TkGthx-nIHU?si=Oeqe0bIl9UzaY5JN,video,ar,['social_anxiety_rejection'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,321,
ESFJ_853e833aaa,ESFJ,"What causes panic attacks, and how can you prevent them? - Cindy J. Aaronson",https://youtu.be/IzFObkVRSV0?si=qYlI4U5YYJ3z9T8L,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,322,
ESFJ_c33d546429,ESFJ,"Social Anxiety Disorder - causes, symptoms, diagnosis, treatment, pathology",https://youtu.be/QLjPrNe63kk?si=q_w7IKjfbjYBy-TW,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,323,
ESFJ_f681910a33,ESFJ,How To STOP Letting Social Anxiety Control You,https://youtu.be/wbroM1Di-bI?si=bNeAGEYcWsGWHj1B,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,324,
ESFJ_622e69b18b,ESFJ,6 Tips To Overcome Social Anxiety (Affects Our Everyday Life),https://youtu.be/X_ZKkvhXNJk?si=Vf8JZyFUUQ9cKyGF,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,325,
ESFJ_817bfa4439,ESFJ,ازاي تقضي علي شبح الرهاب الاجتماعي‼️,https://youtu.be/Xbu4GMtr4LI?si=msXDqW4d-X289Klm,video,ar,['social_anxiety_rejection'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,326,
ESFJ_b7964424ac,ESFJ,د.سمية الناصر | فقدان الذات,https://youtu.be/HLoTYACYb30?si=DEWLkDzsq2Azq6c-,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,327,
ESFJ_c93caa7e6f,ESFJ,التشتت والضياع / فقدان الذات,https://youtu.be/WYLntKp0QKc?si=6V7W6UxPNwyUQoCQ,video,ar,['focus_discipline'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,328,
ESFJ_235ec89cf8,ESFJ,كيف تتخلص من القلق وتستمتع بالحياة؟ | دوباميكافين +,https://youtu.be/IbV_TucY3Go?si=qI_7Xxt2duTFHVl3,video,ar,"['emotional_awareness', 'change_fear']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,329,
ESFJ_f1a26102c4,ESFJ,شرح كتاب إزالة القلق| كيف تتخلص من القلق والتوتر؟ | بوكافيين,https://youtu.be/2Di8_QlO9vM?si=x3Mlgp2P1uBKQB0H,video,ar,"['emotional_awareness', 'change_fear']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,330,
ESFJ_7ecfc95ce8,ESFJ,لا أستطيع التحمل - مصطفى حسني,https://youtu.be/QH55-YY32h0?si=VSBU4izwsN0XvN2K,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,331,
ISTP_643f96d1de,ISTP,إزاي تتعامل مع إحساس الغُربة والوحدة | خواطر نفسية مع دكتور مصطفى النحاس | رمضان 2021,https://youtu.be/PgkXfMG7lsE?si=mgSDQga_huhoy45a,video,ar,['loneliness_commitment'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,343,
ISTP_c0c9eb2fe1,ISTP,لو حاسس بوحدة.. اسمع كنوز الدراسة دي - مصطفى حسني,https://youtu.be/eVt9iCy8lUg?si=n--LTkZICvqDfVEw,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,344,
ISTP_6ef3078568,ISTP,التفكير المفرط بيستهلك طاقتك وبيفقدك تركيزك.. اعرف إزاي تتعامل معاه صح - مصطفى حسني,https://youtu.be/Sx_3VA9SF10?si=Q4qQnYEOl1dowmcF,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,345,
ISTP_8ca945720e,ISTP,68 - هوِّن على نفسك - مصطفى حسني - فكَّر - الموسم الثاني,https://youtu.be/C3oyqf1xmVM?si=2Gp0xBjMOoMr9jU5,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,346,
ISTP_154bb2ed67,ISTP,النضج العاطفي | النفسية الموسم الرابع | الحلقة الثانية و العشرون | النفسية - امال عطية,https://youtu.be/iaL7J3D0tQQ?si=EboYt-28sXMH05ot,video,ar,['emotional_awareness'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,347,
ISTP_b4e3d01e6b,ISTP,شرح كتاب ربما ينبغي أن تكلم أحداً| كيف تفسر مشاكلك بشكل أفضل؟ | بوكافيين,https://youtu.be/8ZouP1OK53Y?si=txd7bwHTmQ9Ei5Nv,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,348,
ISFP_ed6e45783d,ISFP,علشان ماتوصلش لمرحلة الكبت والانفجار اسمع الكنز ده - مصطفى حسني,https://youtu.be/3gYWUCqE_Fk?si=pj925zQq_5aLeEph,video,ar,"['emotional_suppression', 'conflict_avoidance_expression']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,359,
ISFP_34a80dd253,ISFP,فكرة لتخفيف القلق - مصطفى حسني,https://youtu.be/GWlouFpaA0s?si=1VwGbAY3noCkKq7b,video,ar,"['emotional_awareness', 'change_fear']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,360,
ISFP_38ce64e280,ISFP,إزاي ترتاح مع نفسك وتوقف الصراع اللي جواك ؟,https://youtu.be/S4pBxigbRNM?si=BN7ovW-L3q19Bm1C,video,ar,['conflict_avoidance_expression'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,361,
ISFP_e362d34b6b,ISFP,كيف تتخلص من الصراع الداخلي الذي تعيش فيه د/ مصطفى محمود,https://youtu.be/qV3g-9eiNAo?si=Reztn2euBWI2eFmr,video,ar,['conflict_avoidance_expression'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,362,
ISFP_26973e8ad1,ISFP,تبلد المشاعر مؤشر خطر ! - أ/ آمال عطية,https://youtu.be/I9Du6oW2Xsw?si=9dQaC4MXc0j5Ceve,video,ar,['emotional_suppression'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,363,
ISFP_6894b09446,ISFP,ما هي اسباب عدم القدرة على التعبير عن المشاعر,https://youtu.be/MT7vvMgyuxE?si=UeF2j34njfYh_7r-,video,ar,"['emotional_suppression', 'conflict_avoidance_expression']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,364,
ISFP_14896c2b32,ISFP,التعبير عن المشاعر مش ضعف !. كيف نعبر عن مشاعرنا بشكل صحيح كما فعل النبي عليه السلام ؟,https://youtu.be/MbWtPaTTnnw?si=mRSjrVlA8QBWiyAJ,video,ar,"['emotional_suppression', 'conflict_avoidance_expression']",[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,365,
ISFP_705361eb45,ISFP,ليش نغضب وكيف نواجه غضبنا؟ | بودكاست الهنوف,https://youtu.be/O8YPKr6P9x4?si=dfM7W5ZeVd27k5UY,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,366,
ISFP_19ceb504e8,ISFP,تنظيم المشاعر (٣) | كيف أفهم شعوري؟,https://youtu.be/T9AQM8eUc2Q?si=Mjf6uK3MM5YhyDhG,video,ar,['emotional_suppression'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,367,
ISFP_4e74a1515b,ISFP,تنظيم المشاعر (١) |طرق خاطئة للتعامل مع المشاعر!,https://youtu.be/jYSlcbLH368?si=Rogw2Exrx-ZPZvmo,video,ar,['emotional_suppression'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,368,
ISFP_c64f6b49dd,ISFP,من الحبُ إلى النضج العاطفي” – بودكاست جلسة | م. عزة الغامدي,https://youtu.be/EswT5U5_L-k?si=9cG1eRRPNRaIxcJH,video,ar,['emotional_awareness'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,369,
ESTP_2e9f5a6d65,ESTP,البحث عن السعادة | الدحيح,https://youtu.be/XKnkiSJGjTk?si=zv8VrFvBUuG9ZlGQ,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,380,
ESTP_51ad50c359,ESTP,3 وصايا لتدير الملل - مصطفى حسني,https://youtu.be/iIRusC7_nH4?si=e3x0jJKudzG3qPtr,video,ar,['risk_impulsivity'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,381,
ESTP_ef432da2bd,ESTP,https://youtube.com/shorts/UW3NZTFuVVA?si=0BJzMHyTx65MJ3FO,https://youtube.com/shorts/UW3NZTFuVVA?si=0BJzMHyTx65MJ3FO,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,382,
ESTP_b4fa398451,ESTP,فنون الاستقرار النفسي: تقنيات فعّالة للتعامل مع الأزمات بثقة,https://youtu.be/8_l-H5uPdEY?si=_puQ3rMst9g1JGwX,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,383,
ESTP_333ad2e7e3,ESTP,افضل نظام لإدارة المال - كفيل بتغيير حياتك - دوباميكافين,https://youtu.be/loGAyJTbu88?si=lUMJ0IYfvAJFiPL8,video,ar,['risk_impulsivity'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,384,
ESTP_0df46d281c,ESTP,إزاى تتعامل مع المشاكل والابتلاءات مع الدكتور إبراهيم الفقي,https://youtu.be/DSt2LmEHLBk?si=UJRpNDROr6ZxA4yG,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,385,
ESFP_efae59e4b8,ESFP,لن تهزم الألم إن هربت من مواجهته - كتاب أمة الدوبامين - الجزء الثاني - دوباميكافين,https://youtu.be/XG9Bg5nZXaE?si=-wXsx1oXVwvxNOk3,video,ar,['pain_escape_planning'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,396,
ESFP_5f8cfb1b73,ESFP,الألم: ما هو؟ أسبابه؟ وحلوله، وكيفية التعايش معه. -بودكاست ريلب |م.عزة الغامدي,https://youtu.be/NFDAdUN1mAI?si=NYgNfpYslWkOF2lQ,video,ar,['pain_escape_planning'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,397,
ESFP_0e50ec39c7,ESFP,كيف تنجح وأنت متخاذل ضعيف الإرادة؟,https://youtu.be/WHTITfW9X8E?si=_fd1_XrXnKNeTNAq,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,398,
ESFP_cf4f0e0daa,ESFP,How to manage your time more effectively (according to machines) - Brian Christian,https://youtu.be/iDbdXTMnOmE?si=TxoOOtSpDozRhGBL,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,399,
ESFP_9715e14c5d,ESFP,How I Manage My Time - 10 Time Management Tips,https://youtu.be/iONDebHX9qk?si=tvPBMVMZcNMogr_e,video,en,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,400,
ESFP_e061dd1d8f,ESFP,الحلقة 25 - فقدان الشغف للسعي - رميم - مصطفى حسني - EPS 25 - Rameem- Mustafa Hosny,https://youtu.be/J7QqWn4Y3oc?si=EpvxjrALupnOiGTq,video,ar,['pain_escape_planning'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,401,
ESFP_16ca290264,ESFP,أنا تايه ومش عارف أعمل ايه؟؟ لو انت من النوع ده الفيدو ده هدية ليك,https://youtu.be/hUcnP4aWVcw?si=28KBU6B8xqbtb3-b,video,ar,['pain_escape_planning'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,402,
ESFP_4d26a7f342,ESFP,لا أستطيع التحمل - مصطفى حسني,https://youtu.be/QH55-YY32h0?si=fgMqOasrVAq0NQrX,video,ar,['general_support'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,403,
ESFP_4457d760c2,ESFP,لو إنت مُنهك نفسيًا وعاطفيًا وجسديًا.. اسمع الكنز ده - مصطفى حسني,https://youtu.be/vJ8CtPg6s-I?si=qRaeo02de8vaAyEA,video,ar,['emotional_awareness'],[],recommend_only_if_user_asks_or_message_strongly_matches_issue,أنماط الشخصية 16 for AI bot.docx,404,
